last_name,updated_at,nimsp_candidate_id,full_name,id,first_name,middle_name,district,state,votesmart_id,party,email,all_ids/0,all_ids/1,leg_id,active,transparencydata_id,nickname,photo_url,url,country,created_at,level,nimsp_id,chamber,offices/0/fax,offices/0/name,offices/0/phone,offices/0/address,offices/0/type,offices/0/email,suffixes,all_ids/2
Waldstreicher,2015-03-29 01:26:28,92617,Jeffrey D Waldstreicher,MDL000373,Jeffrey,D,18,md,68561,Democratic,jeff.waldstreicher@house.state.md.us,MDL000373,MDL000603,MDL000373,true,8a75204891b9483a888fdc9b9fea0c07,,http://mgaleg.maryland.gov/2015RS/images/waldstreicher.jpg,http://mgaleg.maryland.gov/webmga/frmMain.aspx?pid=sponpage&tab=subject6&id=waldstreicher&stab=01,us,2010-08-27 22:54:38,state,8834,lower,,Capitol Office,410-841-3130,"414 House Office Building
6 Bladen Street
Annapolis, MD 21401
Fax: 301-858-3233",capitol,,,
Long,2015-03-29 01:26:29,,"Long, Robert B.",MDL000658,Robert B.,,6,md,,Republican,Bob.Long@house.state.md.us,MDL000658,MDL000706,MDL000658,true,,,http://mgaleg.maryland.gov/2015RS/images/long01.jpg,http://mgaleg.maryland.gov/webmga/frmMain.aspx?pid=sponpage&tab=subject6&id=long01&stab=01,,2015-01-14 21:51:10,,,lower,,Capitol Office,410-841-3458,"325 House Office Building
6 Bladen Street
Annapolis, MD 21401",capitol,,,
Lierman,2015-03-29 01:26:29,,"Lierman, Brooke E.",MDL000688,Brooke E.,,46,md,,Democratic,Brooke.Lierman@house.state.md.us,MDL000688,MDL000712,MDL000688,true,,,http://mgaleg.maryland.gov/2015RS/images/lierman01.jpg,http://mgaleg.maryland.gov/webmga/frmMain.aspx?pid=sponpage&tab=subject6&id=lierman01&stab=01,,2015-01-14 21:51:11,,,lower,,Capitol Office,410-841-3319,"311 House Office Building
6 Bladen Street
Annapolis, MD 21401",capitol,,,
Mautz,2015-03-29 01:26:28,,"Mautz, Johnny",MDL000660,Johnny,,37B,md,,Republican,Johnny.Mautz@house.state.md.us,MDL000660,,MDL000660,true,,,http://mgaleg.maryland.gov/2015RS/images/mautz01.jpg,http://mgaleg.maryland.gov/webmga/frmMain.aspx?pid=sponpage&tab=subject6&id=mautz01&stab=01,,2015-01-14 21:51:10,,,lower,,Capitol Office,410-841-3429,"323 House Office Building
6 Bladen Street
Annapolis, MD 21401",capitol,,,
Metzgar,2015-03-29 01:26:29,,"Metzgar, Ric",MDL000685,Ric,,6,md,,Republican,Ric.Metzgar@house.state.md.us,MDL000685,,MDL000685,true,,,http://mgaleg.maryland.gov/2015RS/images/metzgar01.jpg,http://mgaleg.maryland.gov/webmga/frmMain.aspx?pid=sponpage&tab=subject6&id=metzgar01&stab=01,,2015-01-14 21:51:11,,,lower,,Capitol Office,410-841-3332,"307 House Office Building
6 Bladen Street
Annapolis, MD 21401",capitol,,,
Buckel,2015-03-29 01:26:28,,"Buckel, Jason C.",MDL000637,Jason C.,,1B,md,,Republican,Jason.Buckel@house.state.md.us,MDL000637,,MDL000637,true,,,http://mgaleg.maryland.gov/2015RS/images/buckel01.jpg,http://mgaleg.maryland.gov/webmga/frmMain.aspx?pid=sponpage&tab=subject6&id=buckel01&stab=01,,2015-01-14 21:51:10,,,lower,,Capitol Office,410-841-3404,"309 House Office Building
6 Bladen Street
Annapolis, MD 21401",capitol,,,
Angel,2015-03-29 01:26:29,,"Angel, Angela",MDL000663,Angela,,25,md,,Democratic,Angela.Angel@house.state.md.us,MDL000663,,MDL000663,true,,,http://mgaleg.maryland.gov/2015RS/images/angel01.jpg,http://mgaleg.maryland.gov/webmga/frmMain.aspx?pid=sponpage&tab=subject6&id=angel01&stab=01,,2015-01-14 21:51:10,,,lower,,Capitol Office,410-841-3707,"216 House Office Building
6 Bladen Street
Annapolis, MD 21401",capitol,,,
Folden,2015-03-29 01:26:29,,"Folden, William",MDL000699,William,,3B,md,,Republican,William.Folden@house.state.md.us,MDL000699,,MDL000699,true,,,http://mgaleg.maryland.gov/2015RS/images/folden01.jpg,http://mgaleg.maryland.gov/webmga/frmMain.aspx?pid=sponpage&tab=subject6&id=folden01&stab=01,,2015-01-14 21:51:11,,,lower,,Capitol Office,410-841-3240,"405 House Office Building
6 Bladen Street
Annapolis, MD 21401
Fax: 410-841-3481 | 301-858-3481",capitol,,,
Saab,2015-03-29 01:26:29,,"Saab, Sid",MDL000700,Sid,,33,md,,Republican,Sid.Saab@house.state.md.us,MDL000700,,MDL000700,true,,,http://mgaleg.maryland.gov/2015RS/images/saab01.jpg,http://mgaleg.maryland.gov/webmga/frmMain.aspx?pid=sponpage&tab=subject6&id=saab01&stab=01,,2015-01-14 21:51:11,,,lower,,Capitol Office,410-841-3551,"157 House Office Building
6 Bladen Street
Annapolis, MD 21401",capitol,,,
Cassilly,2015-03-29 01:26:29,,"Cassilly, Andrew",MDL000622,Andrew,,35B,md,,Republican,Andrew.Cassilly@house.state.md.us,MDL000622,,MDL000622,true,,,http://mgaleg.maryland.gov/2015RS/images/cassilly01.jpg,http://mgaleg.maryland.gov/webmga/frmMain.aspx?pid=sponpage&tab=subject6&id=cassilly01&stab=01,,2015-01-14 21:51:09,,,lower,,Capitol Office,410-841-3444,"316 House Office Building
6 Bladen Street
Annapolis, MD 21401",capitol,,,
Tarlau,2015-03-29 01:26:29,,"Tarlau, Jimmy",MDL000661,Jimmy,,47A,md,,Democratic,Jimmy.Tarlau@house.state.md.us,MDL000661,,MDL000661,true,,,http://mgaleg.maryland.gov/2015RS/images/tarlau01.jpg,http://mgaleg.maryland.gov/webmga/frmMain.aspx?pid=sponpage&tab=subject6&id=tarlau01&stab=01,,2015-01-14 21:51:10,,,lower,,Capitol Office,410-841-3326,"209 House Office Building
6 Bladen Street
Annapolis, MD 21401",capitol,,,
McCray,2015-03-29 01:26:29,,"McCray, Cory V.",MDL000640,Cory,,45,md,,Democratic,Cory.McCray@house.state.md.us,MDL000640,,MDL000640,true,,,http://mgaleg.maryland.gov/2015RS/images/mccray01.jpg,http://mgaleg.maryland.gov/webmga/frmMain.aspx?pid=sponpage&tab=subject6&id=mccray01&stab=01,,2015-01-14 21:51:10,,,lower,,Capitol Office,410-841-3486,"315 House Office Building
6 Bladen Street
Annapolis, MD 21401",capitol,,V.,
Lam,2015-03-29 01:26:29,,"Lam, Clarence K.",MDL000643,Clarence K.,,12,md,,Democratic,Clarence.Lam@house.state.md.us,MDL000643,,MDL000643,true,,,http://mgaleg.maryland.gov/2015RS/images/lam01.jpg,http://mgaleg.maryland.gov/webmga/frmMain.aspx?pid=sponpage&tab=subject6&id=lam01&stab=01,,2015-01-14 21:51:10,,,lower,,Capitol Office,410-841-3205,"214 House Office Building
6 Bladen Street
Annapolis, MD 21401",capitol,,,
Fennell,2015-03-29 01:26:29,,"Fennell, Diana M.",MDL000651,Diana M.,,47A,md,,Democratic,Diana.Fennell@house.state.md.us,MDL000651,,MDL000651,true,,,http://mgaleg.maryland.gov/2015RS/images/fennell01.jpg,http://mgaleg.maryland.gov/webmga/frmMain.aspx?pid=sponpage&tab=subject6&id=fennell01&stab=01,,2015-01-14 21:51:10,,,lower,,Capitol Office,410-841-3478,"209 House Office Building
6 Bladen Street
Annapolis, MD 21401",capitol,,,
Afzali,2015-03-29 01:26:29,,"Afzali, Kathy",MDL000676,Kathy,,4,md,,Republican,kathy.afzali@house.state.md.us,MDL000676,,MDL000676,true,,,http://mgaleg.maryland.gov/2015RS/images/afzali.jpg,http://mgaleg.maryland.gov/webmga/frmMain.aspx?pid=sponpage&tab=subject6&id=afzali&stab=01,,2015-01-14 21:51:11,,,lower,,Capitol Office,410-841-3288,"326 House Office Building
6 Bladen Street
Annapolis, MD 21401
Fax: 301-858-3184",capitol,,,
Sample-Hughes,2015-03-29 01:26:29,,"Sample-Hughes, Sheree",MDL000683,Sheree,,37A,md,,Democratic,Sheree.Sample.Hughes@house.state.md.us,MDL000683,,MDL000683,true,,,http://mgaleg.maryland.gov/2015RS/images/sample01.jpg,http://mgaleg.maryland.gov/webmga/frmMain.aspx?pid=sponpage&tab=subject6&id=sample01&stab=01,,2015-01-14 21:51:11,,,lower,,Capitol Office,410-841-3427,"221 House Office Building
6 Bladen Street
Annapolis, MD 21401",capitol,,,
Valentino-Smith,2015-03-29 01:26:29,,Geraldine Valentino-Smith,MDL000413,Geraldine,,23A,md,75691,Democratic,geraldine.valentino.smith@house.state.md.us,MDL000413,MDL000599,MDL000413,true,e6e1e111e37c416894306b032fdd1f1f,,http://mgaleg.maryland.gov/2015RS/images/valentino.jpg,http://mgaleg.maryland.gov/webmga/frmMain.aspx?pid=sponpage&tab=subject6&id=valentino&stab=01,us,2011-01-14 22:24:08,state,,lower,,Capitol Office,410-841-3101,"427 House Office Building
6 Bladen Street
Annapolis, MD 21401
Fax: 301-858-3294",capitol,,,
Kittleman,2015-03-29 01:26:28,,"Kittleman, Trent",MDL000671,Trent,,9A,md,,Republican,Trent.Kittleman@house.state.md.us,MDL000671,,MDL000671,true,,,http://mgaleg.maryland.gov/2015RS/images/kittleman02.jpg,http://mgaleg.maryland.gov/webmga/frmMain.aspx?pid=sponpage&tab=subject6&id=kittleman02&stab=01,,2015-01-14 21:51:11,,,lower,,Capitol Office,410-841-3556,"202 House Office Building
6 Bladen Street
Annapolis, MD 21401",capitol,,,
McKay,2015-03-29 01:26:29,,"McKay, Mike",MDL000628,Mike,,1C,md,,Republican,Mike.McKay@house.state.md.us,MDL000628,,MDL000628,true,,,http://mgaleg.maryland.gov/2015RS/images/mckay01.jpg,http://mgaleg.maryland.gov/webmga/frmMain.aspx?pid=sponpage&tab=subject6&id=mckay01&stab=01,,2015-01-14 21:51:09,,,lower,,Capitol Office,410-841-3321,"322 House Office Building
6 Bladen Street
Annapolis, MD 21401",capitol,,,
Young,2015-03-29 01:26:29,,"Young, Karen Lewis",MDL000675,Karen Lewis,,3A,md,,Democratic,Karen.Young@house.state.md.us,MDL000675,,MDL000675,true,,,http://mgaleg.maryland.gov/2015RS/images/young02.jpg,http://mgaleg.maryland.gov/webmga/frmMain.aspx?pid=sponpage&tab=subject6&id=young02&stab=01,,2015-01-14 21:51:11,,,lower,,Capitol Office,410-841-3436,"217 House Office Building
6 Bladen Street
Annapolis, MD 21401",capitol,,,
Krebs,2015-03-29 01:26:29,,"Krebs, Susan W.",MDL000653,Susan W.,,5,md,,Republican,susan.krebs@house.state.md.us,MDL000653,,MDL000653,true,,,http://mgaleg.maryland.gov/2015RS/images/krebs.jpg,http://mgaleg.maryland.gov/webmga/frmMain.aspx?pid=sponpage&tab=subject6&id=krebs&stab=01,,2015-01-14 21:51:10,,,lower,,Capitol Office,410-841-3200,"324 House Office Building
6 Bladen Street
Annapolis, MD 21401
Fax: 410-841-3349",capitol,,,
Jackson,2015-03-29 01:26:29,,"Jackson, Michael A.",MDL000621,Michael A.,,27B,md,,Democratic,Michael.Jackson@house.state.md.us,MDL000621,,MDL000621,true,,,http://mgaleg.maryland.gov/2015RS/images/jackson01.jpg,http://mgaleg.maryland.gov/webmga/frmMain.aspx?pid=sponpage&tab=subject6&id=jackson01&stab=01,,2015-01-14 21:51:09,,,lower,,Capitol Office,410-841-3103,"204 House Office Building
6 Bladen Street
Annapolis, MD 21401",capitol,,,
Morales,2015-03-29 01:26:29,,"Morales, Marice",MDL000635,Marice,,19,md,,Democratic,Marice.Morales@house.state.md.us,MDL000635,,MDL000635,true,,,http://mgaleg.maryland.gov/2015RS/images/morales01.jpg,http://mgaleg.maryland.gov/webmga/frmMain.aspx?pid=sponpage&tab=subject6&id=morales01&stab=01,,2015-01-14 21:51:10,,,lower,,Capitol Office,410-841-3528,"225 House Office Building
6 Bladen Street
Annapolis, MD 21401",capitol,,,
Brooks,2015-03-29 01:26:28,,"Brooks, Benjamin",MDL000625,Benjamin,,10,md,,Democratic,Benjamin.Brooks@house.state.md.us,MDL000625,,MDL000625,true,,,http://mgaleg.maryland.gov/2015RS/images/brooks01.jpg,http://mgaleg.maryland.gov/webmga/frmMain.aspx?pid=sponpage&tab=subject6&id=brooks01&stab=01,,2015-01-14 21:51:09,,,lower,,Capitol Office,410-841-3352,"304 House Office Building
6 Bladen Street
Annapolis, MD 21401",capitol,,,
Sydnor,2015-03-29 01:26:28,,"Sydnor, Charles E., III",MDL000652,Charles E,,44B,md,,Democratic,Charles.Sydnor@house.state.md.us,MDL000652,,MDL000652,true,,,http://mgaleg.maryland.gov/2015RS/images/sydnor01.jpg,http://mgaleg.maryland.gov/webmga/frmMain.aspx?pid=sponpage&tab=subject6&id=sydnor01&stab=01,,2015-01-14 21:51:10,,,lower,,Capitol Office,410-841-3802,"306 House Office Building
6 Bladen Street
Annapolis, MD 21401",capitol,,III,
Howard,2015-03-29 01:24:00,,"Howard, Seth A.",MDL000630,Seth A.,,30B,md,,Republican,Seth.Howard@house.state.md.us,MDL000630,MDL000713,MDL000630,true,,,http://mgaleg.maryland.gov/2015RS/images/howard01.jpg,http://mgaleg.maryland.gov/webmga/frmMain.aspx?pid=sponpage&tab=subject6&id=howard01&stab=01,,2015-01-14 21:51:09,,,lower,,Capitol Office,410-841-3439,"159  House Office Building
6 Bladen Street
Annapolis, MD 21401",capitol,,,
Ghrist,2015-03-29 01:26:29,,"Ghrist, Jefferson L.",MDL000686,Jefferson L.,,36,md,,Republican,Jeff.Ghrist@house.state.md.us,MDL000686,MDL000708,MDL000686,true,,,http://mgaleg.maryland.gov/2015RS/images/ghrist01.jpg,http://mgaleg.maryland.gov/webmga/frmMain.aspx?pid=sponpage&tab=subject6&id=ghrist01&stab=01,,2015-01-14 21:51:11,,,lower,,Capitol Office,410-841-3555,"410 House Office Building
6 Bladen Street
Annapolis, MD 21401",capitol,,,
Conaway,2015-03-29 01:26:28,92238,Frank M Conaway Jr.,MDL000264,Frank,M,40,md,68583,Democratic,frank.conaway@house.state.md.us,MDL000264,MDL000496,MDL000264,true,30bb92e04ce84362a792a0ff8b48b732,,http://mgaleg.maryland.gov/2015RS/images/conaway.jpg,http://mgaleg.maryland.gov/webmga/frmMain.aspx?pid=sponpage&tab=subject6&id=conaway&stab=01,us,2010-08-27 22:54:37,state,8842,lower,,Capitol Office,410-841-3189,"314 House Office Building
6 Bladen Street
Annapolis, MD 21401
Fax: 410-841-3079",capitol,,Jr.,
Vallario,2015-03-29 01:26:28,,"Vallario, Joseph F., Jr.",MDL000659,Joseph F,,23B,md,,Democratic,joseph.vallario@house.state.md.us,MDL000659,,MDL000659,true,,,http://mgaleg.maryland.gov/2015RS/images/vallario.jpg,http://mgaleg.maryland.gov/webmga/frmMain.aspx?pid=sponpage&tab=subject6&id=vallario&stab=01,,2015-01-14 21:51:10,,,lower,,Capitol Office,410-841-3488,"101 House Office Building
6 Bladen Street
Annapolis, MD 21401
Fax: 301-858-3495",capitol,,Jr.,
Grammer,2015-03-29 01:26:29,,"Grammer, Robin L., Jr.",MDL000681,Robin L,,6,md,,Republican,Robin.Grammer@house.state.md.us,MDL000681,,MDL000681,true,,,http://mgaleg.maryland.gov/2015RS/images/grammer01.jpg,http://mgaleg.maryland.gov/webmga/frmMain.aspx?pid=sponpage&tab=subject6&id=grammer01&stab=01,,2015-01-14 21:51:11,,,lower,,Capitol Office,410-841-3298,"307 House Office Building
6 Bladen Street
Annapolis, MD 21401",capitol,,Jr.,
Glass,2015-03-29 01:26:28,,Glen Glass,MDL000395,Glen,,34A,md,36503,Republican,glen.glass@house.state.md.us,MDL000395,MDL000515,MDL000395,true,b665818c63064b6a92c064f814ebe6ba,,http://www.msa.md.gov/msa/mdmanual/06hse/images/1198-1-4901b.jpg,http://mgaleg.maryland.gov/webmga/frmMain.aspx?pid=sponpage&tab=subject6&id=glass&stab=01,us,2011-01-14 22:24:08,state,,lower,,Capitol Office,410-841-3280,"325 House Office Building
6 Bladen Street
Annapolis, MD 21401
Fax: 410-841-3754",capitol,,,
Lafferty,2015-03-29 01:26:29,,"Lafferty, Stephen W.",MDL000679,Stephen W.,,42A,md,,Democratic,stephen.lafferty@house.state.md.us,MDL000679,,MDL000679,true,,,http://mgaleg.maryland.gov/2015RS/images/lafferty.jpg,http://mgaleg.maryland.gov/webmga/frmMain.aspx?pid=sponpage&tab=subject6&id=lafferty&stab=01,,2015-01-14 21:51:11,,,lower,,Capitol Office,410-841-3487,"305 House Office Building
6 Bladen Street
Annapolis, MD 21401
Fax: 410-841-3501",capitol,,,
Fisher,2015-03-29 01:26:28,,"Fisher, Mark N.",MDL000654,Mark N.,,27C,md,,Republican,rk.fisher@house.state.md.us,MDL000654,,MDL000654,true,,,http://mgaleg.maryland.gov/2015RS/images/fisher.jpg,http://mgaleg.maryland.gov/webmga/frmMain.aspx?pid=sponpage&tab=subject6&id=fisher&stab=01,,2015-01-14 21:51:10,,,lower,,Capitol Office,410-841-3231,"202 House Office Building
6 Bladen Street
Annapolis, MD 21401
Fax: 301-858-3335",capitol,,,
Ebersole,2015-03-29 01:26:29,,"Ebersole, Eric",MDL000691,Eric,,12,md,,Democratic,Eric.Ebersole@house.state.md.us,MDL000691,,MDL000691,true,,,http://mgaleg.maryland.gov/2015RS/images/ebersole01.jpg,http://mgaleg.maryland.gov/webmga/frmMain.aspx?pid=sponpage&tab=subject6&id=ebersole01&stab=01,,2015-01-14 21:51:11,,,lower,,Capitol Office,410-841-3328,"305 House Office Building
6 Bladen Street
Annapolis, MD 21401",capitol,,,
Kipke,2015-03-29 01:26:29,,"Kipke, Nicholaus R.",MDL000626,Nicholaus R.,,31B,md,,Republican,nicholaus.kipke@house.state.md.us,MDL000626,,MDL000626,true,,,http://mgaleg.maryland.gov/2015RS/images/kipke.jpg,http://mgaleg.maryland.gov/webmga/frmMain.aspx?pid=sponpage&tab=subject6&id=kipke&stab=01,,2015-01-14 21:51:09,,,lower,,Capitol Office,410-841-3421,"212 House Office Building
6 Bladen Street
Annapolis, MD 21401
Fax: 410-841-3553 | 301-858-3553",capitol,,,
Lisanti,2015-03-29 01:26:29,,"Lisanti, Mary Ann",MDL000703,Mary Ann,,34A,md,,Democratic,MaryAnn.Lisanti@house.state.md.us,MDL000703,,MDL000703,true,,,http://mgaleg.maryland.gov/2015RS/images/lisanti01.jpg,http://mgaleg.maryland.gov/webmga/frmMain.aspx?pid=sponpage&tab=subject6&id=lisanti01&stab=01,,2015-01-14 21:51:11,,,lower,,Capitol Office,410-841-3331,"217 House Office Building
6 Bladen Street
Annapolis, MD 21401",capitol,,,
Gilchrist,2015-03-29 01:26:29,92309,James W Gilchrist,MDL000281,James,W,17,md,36271,Democratic,jim.gilchrist@house.state.md.us,MDL000281,MDL000514,MDL000281,true,a91367456ee64b21b87e7ed05afc3ce4,,http://mgaleg.maryland.gov/2015RS/images/gilchrist.jpg,http://mgaleg.maryland.gov/webmga/frmMain.aspx?pid=sponpage&tab=subject6&id=gilchrist&stab=01,us,2010-08-27 22:54:37,state,5296,lower,,Capitol Office,410-841-3744,"219 House Office Building
6 Bladen Street
Annapolis, MD 21401
Fax: 301-858-3057",capitol,,,
Miele,2015-03-29 01:26:29,,"Miele, Christian",MDL000673,Christian,,8,md,,Republican,Christian.Miele@house.state.md.us,MDL000673,,MDL000673,true,,,http://mgaleg.maryland.gov/2015RS/images/miele01.jpg,http://mgaleg.maryland.gov/webmga/frmMain.aspx?pid=sponpage&tab=subject6&id=miele01&stab=01,,2015-01-14 21:51:11,,,lower,,Capitol Office,410-841-3365,"316 House Office Building
6 Bladen Street
Annapolis, MD 21401",capitol,,,
Knotts,2015-03-29 01:26:29,,"Knotts, Tony",MDL000619,Tony,,26,md,,Democratic,Tony.Knotts@house.state.md.us,MDL000619,,MDL000619,true,,,http://mgaleg.maryland.gov/2015RS/images/knotts01.jpg,http://mgaleg.maryland.gov/webmga/frmMain.aspx?pid=sponpage&tab=subject6&id=knotts01&stab=01,,2015-01-14 21:51:09,,,lower,,Capitol Office,410-841-3212,"204 House Office Building
6 Bladen Street
Annapolis, MD 21401",capitol,,,
Moon,2015-03-29 01:26:29,,"Moon, David",MDL000645,David,,20,md,,Democratic,David.Moon@house.state.md.us,MDL000645,,MDL000645,true,,,http://mgaleg.maryland.gov/2015RS/images/moon01.jpg,http://mgaleg.maryland.gov/webmga/frmMain.aspx?pid=sponpage&tab=subject6&id=moon01&stab=01,,2015-01-14 21:51:10,,,lower,,Capitol Office,410-841-3474,"220 House Office Building
6 Bladen Street
Annapolis, MD 21401",capitol,,,
Vitale,2015-03-29 01:24:00,,"Vitale, Cathy",MDL000629,Cathy,,33,md,,Republican,cathy.vitale@house.state.md.us,MDL000629,,MDL000629,true,,,http://mgaleg.maryland.gov/2015RS/images/vitale.jpg,http://mgaleg.maryland.gov/webmga/frmMain.aspx?pid=sponpage&tab=subject6&id=vitale&stab=01,,2015-01-14 21:51:09,,,lower,,Capitol Office,410-841-3510,"154 House Office Building
6 Bladen Street
Annapolis, MD 21401
Fax: 410-841-3180",capitol,,,
Campos,2015-03-29 01:26:29,,"Campos, Will",MDL000649,Will,,47B,md,,Democratic,Will.Campos@house.state.md.us,MDL000649,,MDL000649,true,,,http://mgaleg.maryland.gov/2015RS/images/campos01.jpg,http://mgaleg.maryland.gov/webmga/frmMain.aspx?pid=sponpage&tab=subject6&id=campos01&stab=01,,2015-01-14 21:51:10,,,lower,,Capitol Office,410-841-3340,"206 House Office Building
6 Bladen Street
Annapolis, MD 21401",capitol,,,
Aumann,2015-03-29 01:26:28,,"Aumann, Susan L. M.",MDL000656,Susan L. M.,,42B,md,,Republican,susan.aumann@house.state.md.us,MDL000656,,MDL000656,true,,,http://mgaleg.maryland.gov/2015RS/images/aumann.jpg,http://mgaleg.maryland.gov/webmga/frmMain.aspx?pid=sponpage&tab=subject6&id=aumann&stab=01,,2015-01-14 21:51:10,,,lower,,Capitol Office,410-841-3258,"303 House Office Building
6 Bladen Street
Annapolis, MD 21401
Fax: 410-841-3163",capitol,,,
Barron,2015-03-29 01:26:29,,"Barron, Erek L.",MDL000668,Erek L.,,24,md,,Democratic,Erek.Barron@house.state.md.us,MDL000668,MDL000705,MDL000668,true,,,http://mgaleg.maryland.gov/2015RS/images/barron01.jpg,http://mgaleg.maryland.gov/webmga/frmMain.aspx?pid=sponpage&tab=subject6&id=barron01&stab=01,,2015-01-14 21:51:10,,,lower,,Capitol Office,410-841-3692,"207 House Office Building
6 Bladen Street
Annapolis, MD 21401",capitol,,,
Hettleman,2015-03-29 01:26:29,,"Hettleman, Shelly",MDL000667,Shelly,,11,md,,Democratic,Shelly.Hettleman@house.state.md.us,MDL000667,,MDL000667,true,,,http://mgaleg.maryland.gov/2015RS/images/hettleman01.jpg,http://mgaleg.maryland.gov/webmga/frmMain.aspx?pid=sponpage&tab=subject6&id=hettleman01&stab=01,,2015-01-14 21:51:10,,,lower,,Capitol Office,410-841-3833,"311 House Office Building
6 Bladen Street
Annapolis, MD 21401",capitol,,,
Hixson,2015-03-29 01:26:28,92359,Sheila E Hixson,MDL000293,Sheila,E,20,md,6161,Democratic,sheila.hixson@house.state.md.us,MDL000293,MDL000526,MDL000293,true,0f200593904c43268c7afdf3d6ee5285,,http://mgaleg.maryland.gov/2015RS/images/hixson.jpg,http://mgaleg.maryland.gov/webmga/frmMain.aspx?pid=sponpage&tab=subject6&id=hixson&stab=01,us,2010-08-27 22:54:37,state,1467,lower,,Capitol Office,410-841-3469,"131 House Office Building
6 Bladen Street
Annapolis, MD 21401",capitol,,,
Young,2015-03-29 01:26:29,,"Young, Pat",MDL000670,Pat,,44B,md,,Democratic,pat.young@house.state.md.us,MDL000670,,MDL000670,true,,,http://mgaleg.maryland.gov/2015RS/images/young03.jpg,http://mgaleg.maryland.gov/webmga/frmMain.aspx?pid=sponpage&tab=subject6&id=young03&stab=01,,2015-01-14 21:51:10,,,lower,,Capitol Office,410-841-3544,"306 House Office Building
6 Bladen Street
Annapolis, MD 21401",capitol,,,
Adams,2015-03-29 01:26:28,,"Adams, Christopher T.",MDL000697,Christopher T.,,37B,md,,Republican,Christopher.Adams@house.state.md.us,MDL000697,,MDL000697,true,,,http://mgaleg.maryland.gov/2015RS/images/adams01.jpg,http://mgaleg.maryland.gov/webmga/frmMain.aspx?pid=sponpage&tab=subject6&id=adams01&stab=01,,2015-01-14 21:51:11,,,lower,,Capitol Office,410-841-3343,"323 House Office Building
6 Bladen Street
Annapolis, MD 21401",capitol,,,
West,2015-03-29 01:26:29,,"West, Chris",MDL000666,Chris,,42B,md,,Republican,Chris.West@house.state.md.us,MDL000666,,MDL000666,true,,,http://mgaleg.maryland.gov/2015RS/images/west01.jpg,http://mgaleg.maryland.gov/webmga/frmMain.aspx?pid=sponpage&tab=subject6&id=west01&stab=01,,2015-01-14 21:51:10,,,lower,,Capitol Office,410-841-3793,"303 House Office Building
6 Bladen Street
Annapolis, MD 21401",capitol,,,
Carey,2015-03-29 01:26:28,,"Carey, Ned",MDL000665,Ned,,31A,md,,Democratic,Ned.Carey@house.state.md.us,MDL000665,,MDL000665,true,,,http://mgaleg.maryland.gov/2015RS/images/carey01.jpg,http://mgaleg.maryland.gov/webmga/frmMain.aspx?pid=sponpage&tab=subject6&id=carey01&stab=01,,2015-01-14 21:51:10,,,lower,,Capitol Office,410-841-3047,"161 House Office Building
6 Bladen Street
Annapolis, MD 21401",capitol,,,
Hill,2015-03-29 01:26:29,,"Hill, Terri L.",MDL000647,Terri L.,,12,md,,Democratic,Terri.Hill@house.state.md.us,MDL000647,,MDL000647,true,,,http://mgaleg.maryland.gov/2015RS/images/hill02.jpg,http://mgaleg.maryland.gov/webmga/frmMain.aspx?pid=sponpage&tab=subject6&id=hill02&stab=01,,2015-01-14 21:51:10,,,lower,,Capitol Office,410-841-3378,"215 House Office Building
6 Bladen Street
Annapolis, MD 21401",capitol,,,
Dumais,2015-03-29 01:26:28,92269,Kathleen M Dumais,MDL000270,Kathleen,M,15,md,36454,Democratic,kathleen.dumais@house.state.md.us,MDL000270,MDL000503,MDL000270,true,23830b48994541b5b58e6fe2e8dd6802,,http://mgaleg.maryland.gov/2015RS/images/dumais.jpg,http://mgaleg.maryland.gov/webmga/frmMain.aspx?pid=sponpage&tab=subject6&id=dumais&stab=01,us,2010-08-27 22:54:37,state,5320,lower,,Capitol Office,410-841-3052,"101 House Office Building
6 Bladen Street
Annapolis, MD 21401
Fax: 301-858-3219",capitol,,,
Cluster,2015-03-29 01:26:28,,John W.E. Cluster Jr.,MDL000392,John,W.E.,8,md,36182,Republican,john.cluster@house.state.md.us,MDL000392,MDL000495,MDL000392,true,4f8de2a5ca9f4614a80d9aca1bb2e6e7,,http://mgaleg.maryland.gov/2015RS/images/cluster.jpg,http://mgaleg.maryland.gov/webmga/frmMain.aspx?pid=sponpage&tab=subject6&id=cluster&stab=01,us,2011-01-14 22:24:08,state,,lower,,Capitol Office,410-841-3526,"308 House Office Building
6 Bladen Street
Annapolis, MD 21401
Fax: 410-841-3098",capitol,,Jr.,
Platt,2015-03-29 01:26:29,,"Platt, Andrew",MDL000644,Andrew,,17,md,,Democratic,Andrew.Platt@house.state.md.us,MDL000644,,MDL000644,true,,,http://mgaleg.maryland.gov/2015RS/images/platt01.jpg,http://mgaleg.maryland.gov/webmga/frmMain.aspx?pid=sponpage&tab=subject6&id=platt01&stab=01,,2015-01-14 21:51:10,,,lower,,Capitol Office,410-841-3037,"220 House Office Building
6 Bladen Street
Annapolis, MD 21401",capitol,,,
